"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 13:30","2023","01","08","13:30","-1.8","","-3.9","","85","","0.0","","21","","8","","","","98.93","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 14:30","2023","01","08","14:30","-1.4","","-3.5","","86","","0.0","","21","","5","","","","98.90","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 15:30","2023","01","08","15:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 16:30","2023","01","08","16:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 17:30","2023","01","08","17:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 18:30","2023","01","08","18:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 19:30","2023","01","08","19:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 20:30","2023","01","08","20:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 21:30","2023","01","08","21:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 22:30","2023","01","08","22:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-08 23:30","2023","01","08","23:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 00:30","2023","01","09","00:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 01:30","2023","01","09","01:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 02:30","2023","01","09","02:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 03:30","2023","01","09","03:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 04:30","2023","01","09","04:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 05:30","2023","01","09","05:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 06:30","2023","01","09","06:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 07:30","2023","01","09","07:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 08:30","2023","01","09","08:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 09:30","2023","01","09","09:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 10:30","2023","01","09","10:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 11:30","2023","01","09","11:30"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 12:30","2023","01","09","12:30","-3.6","","-4.9","","91","","0.0","","22","","9","","","","","M","","","-7","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 13:30","2023","01","09","13:30","-2.4","","-4.4","","86","","0.0","","24","","17","","","","98.94","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 14:30","2023","01","09","14:30","-2.1","","-5.7","","76","","0.0","","25","","21","","","","98.95","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 15:30","2023","01","09","15:30","-2.7","","-5.6","","80","","0.0","","27","","19","","","","99.04","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 16:30","2023","01","09","16:30","-3.6","","-7.3","","75","","0.0","","27","","15","","","","99.19","","","","-9","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 17:30","2023","01","09","17:30","-4.5","","-7.1","","82","","0.0","","30","","13","","","","99.29","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 18:30","2023","01","09","18:30","-6.5","","-9.3","","80","","0.0","","28","","10","","","","99.38","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 19:30","2023","01","09","19:30","-7.9","","-10.6","","81","","0.0","","27","","8","","","","99.47","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 20:30","2023","01","09","20:30","-8.4","","-11.1","","81","","0.0","","28","","14","","","","99.61","","","","-15","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 21:30","2023","01","09","21:30","-8.5","","-11.6","","78","","0.0","","29","","13","","","","99.62","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 22:30","2023","01","09","22:30","-8.9","","-12.0","","79","","0.0","","25","","5","","","","99.63","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-09 23:30","2023","01","09","23:30","-9.1","","-11.8","","80","","0.0","","28","","5","","","","99.69","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 00:30","2023","01","10","00:30","-10.5","","-13.0","","82","","0.0","","26","","4","","","","99.64","","","","-13","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 01:30","2023","01","10","01:30","-10.7","","-13.0","","83","","0.0","","27","","5","","","","99.64","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 02:30","2023","01","10","02:30","-10.5","","-12.8","","83","","0.0","","26","","6","","","","99.69","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 03:30","2023","01","10","03:30","-10.5","","-12.7","","84","","0.0","","24","","6","","","","99.72","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 04:30","2023","01","10","04:30","-11.4","","-13.4","","85","","0.0","","32","","4","","","","99.61","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 05:30","2023","01","10","05:30","-11.9","","-13.3","","89","","0.0","","36","","3","","","","99.53","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 06:30","2023","01","10","06:30","-11.8","","-12.9","","91","","0.0","","19","","2","","","","99.51","","","","-13","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 07:30","2023","01","10","07:30","-11.8","","-12.8","","92","","0.0","","1","","3","","","","99.39","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 08:30","2023","01","10","08:30","-11.4","","-12.5","","92","","0.0","","36","","5","","","","99.31","","","","-15","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 09:30","2023","01","10","09:30","-10.3","","-11.7","","89","","0.0","","36","","1","","","","99.22","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 10:30","2023","01","10","10:30","-7.9","","-9.6","","87","","0.6","","5","","5","","","","99.15","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 11:30","2023","01","10","11:30","-6.8","","-9.0","","84","","0.0","","3","","8","","","","98.95","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 12:30","2023","01","10","12:30","-5.9","","-8.3","","83","","0.0","","4","","7","","","","98.83","","","","-9","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 13:30","2023","01","10","13:30","-5.5","","-7.8","","84","","0.0","","3","","8","","","","98.74","","","","-9","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 14:30","2023","01","10","14:30","-5.4","","-7.8","","83","","0.0","","3","","8","","","","98.72","","","","-9","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 15:30","2023","01","10","15:30","-5.9","","-8.3","","83","","0.0","","36","","9","","","","98.82","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 16:30","2023","01","10","16:30","-6.4","","-8.5","","85","","0.0","","36","","8","","","","98.89","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 17:30","2023","01","10","17:30","-6.6","","-8.8","","84","","0.0","","36","","7","","","","98.92","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 18:30","2023","01","10","18:30","-7.5","","-9.5","","85","","0.0","","35","","7","","","","99.00","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 19:30","2023","01","10","19:30","-8.8","","-10.3","","89","","0.0","","33","","6","","","","99.05","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 20:30","2023","01","10","20:30","-8.4","","-9.8","","90","","0.0","","31","","11","","","","99.09","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 21:30","2023","01","10","21:30","-8.4","","-9.8","","89","","0.0","","31","","11","","","","99.16","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 22:30","2023","01","10","22:30","-8.8","","-10.2","","89","","0.0","","31","","8","","","","99.21","","","","-13","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-10 23:30","2023","01","10","23:30","-9.2","","-10.4","","91","","0.0","","32","","6","","","","99.28","","","","-13","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 00:30","2023","01","11","00:30","-9.0","","-10.2","","91","","0.0","","33","","5","","","","99.31","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 01:30","2023","01","11","01:30","-9.1","","-10.4","","90","","0.0","","33","","5","","","","99.35","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 02:30","2023","01","11","02:30","-8.9","","-10.2","","90","","0.0","","29","","8","","","","99.44","","","","-13","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 03:30","2023","01","11","03:30","-8.4","","-10.0","","88","","0.0","","30","","6","","","","99.50","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 04:30","2023","01","11","04:30","-8.3","","-10.1","","87","","0.0","","30","","7","","","","99.58","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 05:30","2023","01","11","05:30","-8.6","","-10.3","","88","","0.0","","32","","2","","","","99.62","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 06:30","2023","01","11","06:30","-8.2","","-9.7","","89","","0.0","","29","","4","","","","99.67","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 07:30","2023","01","11","07:30","-7.7","","-9.5","","86","","0.0","","28","","4","","","","99.72","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 08:30","2023","01","11","08:30","-7.4","","-9.3","","86","","0.0","","26","","5","","","","99.81","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 09:30","2023","01","11","09:30","-7.2","","-8.9","","88","","0.6","","27","","7","","","","99.87","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 10:30","2023","01","11","10:30","-6.7","","-8.0","","90","","0.0","","26","","7","","","","99.93","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 11:30","2023","01","11","11:30","-6.2","","-8.0","","87","","0.0","","26","","9","","","","99.92","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 12:30","2023","01","11","12:30","-5.8","","-8.1","","84","","0.0","","26","","11","","","","99.90","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 13:30","2023","01","11","13:30","-4.4","","-8.8","","72","","0.0","","28","","8","","","","99.88","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 14:30","2023","01","11","14:30","-5.5","","-9.6","","73","","0.0","","28","","10","","","","99.92","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 15:30","2023","01","11","15:30","-5.8","","-9.8","","73","","0.0","","27","","9","","","","100.00","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 16:30","2023","01","11","16:30","-6.2","","-9.3","","78","","0.0","","27","","11","","","","100.05","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 17:30","2023","01","11","17:30","-6.7","","-11.1","","71","","0.0","","26","","12","","","","100.14","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 18:30","2023","01","11","18:30","-7.7","","-12.2","","70","","0.0","","28","","16","","","","100.22","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 19:30","2023","01","11","19:30","-8.2","","-13.1","","68","","0.0","","28","","17","","","","100.34","","","","-15","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 20:30","2023","01","11","20:30","-9.3","","-13.4","","72","","0.0","","26","","9","","","","100.36","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 21:30","2023","01","11","21:30","-10.0","","-13.7","","75","","0.0","","23","","9","","","","100.39","","","","-15","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 22:30","2023","01","11","22:30","-9.8","","-13.6","","74","","0.0","","24","","10","","","","100.38","","","","-15","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-11 23:30","2023","01","11","23:30","-10.4","","-13.9","","75","","0.0","","24","","13","","","","100.36","","","","-17","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 00:30","2023","01","12","00:30","-10.4","","-13.5","","78","","0.0","","24","","9","","","","100.34","","","","-15","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 01:30","2023","01","12","01:30","-9.7","","-13.0","","76","","0.0","","24","","10","","","","100.34","","","","-15","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 02:30","2023","01","12","02:30","-10.6","","-13.4","","80","","0.0","","24","","14","","","","100.38","","","","-17","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 03:30","2023","01","12","03:30","-10.5","","-13.3","","80","","0.0","","25","","13","","","","100.40","","","","-17","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 04:30","2023","01","12","04:30","-10.0","","-13.0","","79","","0.0","","25","","11","","","","100.41","","","","-16","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 05:30","2023","01","12","05:30","-9.1","","-12.9","","74","","0.0","","26","","7","","","","100.48","","","","-13","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 06:30","2023","01","12","06:30","-9.7","","-12.9","","77","","0.0","","30","","15","","","","100.56","","","","-16","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 07:30","2023","01","12","07:30","-10.7","","-14.7","","73","","0.0","","31","","13","","","","100.68","","","","-17","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 08:30","2023","01","12","08:30","-11.0","","-14.7","","74","","0.0","","29","","15","","","","100.75","","","","-18","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 09:30","2023","01","12","09:30","-10.5","","-14.4","","73","","0.0","","29","","14","","","","100.81","","","","-17","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 10:30","2023","01","12","10:30","-9.8","","-14.2","","70","","0.0","","29","","17","","","","100.86","","","","-17","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 11:30","2023","01","12","11:30","-8.6","","-13.8","","66","","0.0","","29","","12","","","","100.85","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 12:30","2023","01","12","12:30","-7.3","","-13.1","","63","","0.0","","30","","12","","","","100.87","","","","-13","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 13:30","2023","01","12","13:30","-6.4","","-13.2","","59","","0.0","","29","","12","","","","100.87","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 14:30","2023","01","12","14:30","-6.1","","-12.9","","59","","0.0","","28","","12","","","","100.90","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 15:30","2023","01","12","15:30","-7.2","","-12.9","","64","","0.0","","28","","8","","","","100.97","","","","-11","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 16:30","2023","01","12","16:30","-8.9","","-13.2","","71","","0.0","","28","","6","","","","101.07","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 17:30","2023","01","12","17:30","-10.4","","-13.5","","78","","0.0","","29","","7","","","","101.15","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 18:30","2023","01","12","18:30","-10.4","","-13.4","","78","","0.0","","29","","8","","","","101.19","","","","-15","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 19:30","2023","01","12","19:30","-11.8","","-14.1","","83","","0.0","","24","","2","","","","101.23","","","","-13","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 20:30","2023","01","12","20:30","-11.6","","-13.6","","85","","0.0","","27","","6","","","","101.28","","","","-15","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 21:30","2023","01","12","21:30","-12.2","","-14.1","","86","","0.0","","29","","7","","","","101.31","","","","-17","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 22:30","2023","01","12","22:30","-11.8","","-13.9","","84","","0.0","","28","","11","","","","101.33","","","","-18","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-12 23:30","2023","01","12","23:30","-12.0","","-14.0","","85","","0.0","","28","","11","","","","101.37","","","","-18","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 00:30","2023","01","13","00:30","-13.2","","-14.6","","89","","0.0","","29","","7","","","","101.39","","","","-18","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 01:30","2023","01","13","01:30","-13.4","","-14.9","","89","","0.0","","28","","8","","","","101.37","","","","-18","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 02:30","2023","01","13","02:30","-14.6","","-15.8","","90","","0.0","","28","","3","","","","101.40","","","","-17","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 03:30","2023","01","13","03:30","-15.1","","-16.3","","91","","0.0","","24","","9","","","","101.37","","","","-21","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 04:30","2023","01","13","04:30","-15.4","","-16.7","","90","","0.7","","24","","6","","","","101.37","","","","-20","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 05:30","2023","01","13","05:30","-15.2","","-16.5","","90","","0.0","","24","","12","","","","101.42","","","","-22","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 06:30","2023","01","13","06:30","-16.7","","-17.9","","90","","0.0","","26","","3","","","","101.49","","","","-19","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 07:30","2023","01","13","07:30","-15.2","","-16.4","","91","","0.0","","25","","9","","","","101.50","","","","-21","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 08:30","2023","01","13","08:30","-15.5","","-16.7","","90","","0.0","","24","","7","","","","101.53","","","","-20","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 09:30","2023","01","13","09:30","-13.4","","-14.8","","89","","0.7","","23","","9","","","","101.55","","","","-19","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 10:30","2023","01","13","10:30","-11.3","","-13.1","","86","","0.0","","25","","9","","","","101.54","","","","-16","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 11:30","2023","01","13","11:30","-10.0","","-12.2","","84","","0.0","","24","","13","","","","101.52","","","","-16","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 12:30","2023","01","13","12:30","-8.1","","-10.8","","80","","0.0","","23","","13","","","","101.43","","","","-14","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 13:30","2023","01","13","13:30","-7.2","","-8.9","","88","","0.0","","22","","11","","","","101.33","","","","-12","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 14:30","2023","01","13","14:30","-5.8","","-7.7","","86","","0.0","","21","","8","","","","101.31","","","","-10","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 15:30","2023","01","13","15:30","-5.4","","-7.4","","86","","0.0","","20","","9","","","","101.32","","","","-9","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 16:30","2023","01","13","16:30","-5.2","","-7.4","","85","","0.0","","19","","8","","","","101.29","","","","-9","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 17:30","2023","01","13","17:30","-5.2","","-6.8","","88","","0.0","","16","","7","","","","101.16","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 18:30","2023","01","13","18:30","-4.6","","-5.9","","90","","0.0","","17","","8","","","","101.11","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 19:30","2023","01","13","19:30","-4.6","","-5.1","","96","","1.5","","16","","8","","","","101.04","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 20:30","2023","01","13","20:30","-4.1","","-4.4","","98","","2.2","","14","","10","","","","100.81","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 21:30","2023","01","13","21:30","-3.5","","-3.8","","98","","1.1","","14","","13","","","","100.49","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 22:30","2023","01","13","22:30","-2.6","","-2.7","","99","","1.6","","16","","17","","","","100.26","","","","-8","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-13 23:30","2023","01","13","23:30","-1.3","","-1.4","","99","","0.7","","18","","16","","","","100.07","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 00:30","2023","01","14","00:30","1.6","","1.4","","99","","0.0","","20","","21","","","","99.86","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 01:30","2023","01","14","01:30","3.3","","3.1","","99","","0.0","","20","","23","","","","99.68","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 02:30","2023","01","14","02:30","4.6","","4.2","","98","","0.0","","20","","25","","","","99.62","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 03:30","2023","01","14","03:30","5.3","","4.9","","97","","0.0","","21","","26","","","","99.57","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 04:30","2023","01","14","04:30","5.9","","5.7","","98","","0.6","","22","","29","","","","99.54","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 05:30","2023","01","14","05:30","6.0","","5.9","","99","","0.0","","22","","20","","","","99.60","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 06:30","2023","01","14","06:30","7.5","","7.4","","100","","0.6","","23","","21","","","","99.67","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 07:30","2023","01","14","07:30","7.8","","7.6","","99","","0.0","","23","","27","","","","99.76","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 08:30","2023","01","14","08:30","7.7","","7.5","","99","","0.0","","24","","23","","","","99.88","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 09:30","2023","01","14","09:30","7.9","","7.6","","98","","0.0","","24","","22","","","","99.94","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 10:30","2023","01","14","10:30","8.0","","7.6","","97","","0.0","","23","","20","","","","100.04","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 11:30","2023","01","14","11:30","2.2","","1.6","","96","","1.0","","33","","11","","","","100.18","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 12:30","2023","01","14","12:30","0.8","","0.6","","98","","5.1","","35","","5","","","","100.21","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 13:30","2023","01","14","13:30","0.2","","0.1","","99","","4.0","","3","","6","","","","100.21","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 14:30","2023","01","14","14:30","-0.6","","-0.7","","99","","2.7","","4","","6","","","","100.19","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 15:30","2023","01","14","15:30","-0.7","","-0.7","","100","","1.3","","6","","4","","","","100.25","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 16:30","2023","01","14","16:30","-0.7","","-0.7","","100","","1.7","","4","","7","","","","100.17","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 17:30","2023","01","14","17:30","-0.6","","-0.7","","100","","1.3","","6","","7","","","","100.10","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 18:30","2023","01","14","18:30","-0.6","","-0.6","","100","","0.7","","4","","7","","","","100.06","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 19:30","2023","01","14","19:30","-0.6","","-0.6","","100","","0.7","","1","","6","","","","99.99","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 20:30","2023","01","14","20:30","-0.7","","-0.7","","100","","0.7","","1","","4","","","","99.95","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 21:30","2023","01","14","21:30","-0.6","","-0.6","","100","","1.0","","","","0","","","","99.80","","","","","","NA"
